VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2015-11-01 00:00:03,2015-11-01 00:09:34,1,2.54,-73.986793518066406,40.701763153076172,1,N,-73.951873779296875,40.695026397705078,1,10.5,0.5,0.5,2.36,0,0.3,14.16
1,2015-11-01 00:00:04,2015-11-01 00:15:47,1,1.10,-73.978775024414063,40.741073608398437,1,N,-73.992225646972656,40.749309539794922,2,10.5,0.5,0.5,0,0,0.3,11.8
1,2015-11-01 00:00:04,2015-11-01 00:07:37,1,1.80,-73.950210571289062,40.779834747314453,1,N,-73.968681335449219,40.759124755859375,2,8,0.5,0.5,0,0,0.3,9.3
1,2015-11-01 00:00:04,2015-11-01 00:18:40,1,3.80,-73.992294311523438,40.753585815429688,1,N,-73.964279174804688,40.803150177001953,1,15.5,0.5,0.5,3.35,0,0.3,20.15
1,2015-11-01 00:00:04,2015-11-01 00:02:14,1,.90,-73.959968566894531,40.762256622314453,1,N,-73.951805114746094,40.7718505859375,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2015-11-01 00:00:04,2015-11-01 00:23:34,1,2.40,-74.010116577148438,40.73291015625,1,N,-73.994766235351563,40.758823394775391,2,15.5,0.5,0.5,0,0,0.3,16.8
1,2015-11-01 00:00:04,2015-11-01 00:05:52,2,1.10,-73.982131958007813,40.745933532714844,1,N,-73.974662780761719,40.758930206298828,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2015-11-01 00:00:04,2015-11-01 00:14:32,1,3.60,-73.997482299804688,40.756881713867188,1,N,-73.962089538574219,40.795581817626953,2,13,0.5,0.5,0,0,0.3,14.3
2,2015-11-01 00:00:04,2015-11-01 00:03:40,1,1.20,-73.917510986328125,40.764850616455078,1,N,-73.929428100585937,40.754051208496094,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2015-11-01 00:00:04,2015-11-01 00:44:59,3,6.33,-73.97344970703125,40.7518310546875,1,N,-73.959190368652344,40.722461700439453,1,30.5,0.5,0.5,6.36,0,0.3,38.16
1,2015-11-01 00:00:05,2015-11-01 00:14:58,1,2.70,-73.947639465332031,40.748092651367188,1,N,-73.985328674316406,40.7471923828125,1,13,0.5,0.5,3.95,5.54,0.3,23.79
1,2015-11-01 00:00:05,2015-11-01 00:15:11,1,4.80,-73.988319396972656,40.718338012695313,1,N,-73.955482482910156,40.768268585205078,1,16.5,0.5,0.5,3.55,0,0.3,21.35
1,2015-11-01 00:00:05,2015-11-01 00:08:43,1,1.60,-74.002792358398438,40.749691009521484,1,N,-73.987335205078125,40.766258239746094,1,8,0.5,0.5,1.7,0,0.3,11
1,2015-11-01 00:00:05,2015-11-01 00:08:58,1,1.70,-73.952568054199219,40.774154663085938,1,N,-73.973197937011719,40.763881683349609,2,8.5,0.5,0.5,0,0,0.3,9.8
1,2015-11-01 00:00:05,2015-11-01 00:07:14,2,3.80,-73.789474487304688,40.643840789794922,1,N,-73.784996032714844,40.665409088134766,2,12.5,0.5,0.5,0,0,0.3,13.8
1,2015-11-01 00:00:05,2015-11-01 00:20:04,2,4.10,-74.002845764160156,40.723514556884766,1,N,-73.998268127441406,40.677940368652344,1,15.5,0.5,0.5,3.35,0,0.3,20.15
1,2015-11-01 00:00:05,2015-11-01 00:24:03,1,2.40,-73.985588073730469,40.731796264648438,1,N,-74.006805419921875,40.709259033203125,2,15.5,0.5,0.5,0,0,0.3,16.8
1,2015-11-01 00:00:05,2015-11-01 00:15:40,2,2.80,-73.982429504394531,40.774208068847656,1,N,-73.990768432617188,40.739704132080078,1,12.5,0.5,0.5,2,0,0.3,15.8
2,2015-11-01 00:00:05,2015-11-01 00:15:57,5,2.81,-73.992538452148438,40.753280639648438,1,N,-73.971748352050781,40.762619018554687,2,10.5,0.5,0.5,0,0,0.3,11.8
2,2015-11-01 00:00:05,2015-11-01 00:12:06,5,1.46,-73.9942626953125,40.741191864013672,1,N,-73.982879638671875,40.758232116699219,1,9.5,0.5,0.5,2.7,0,0.3,13.5
2,2015-11-01 00:00:05,2015-11-01 00:13:11,1,5.41,-73.980644226074219,40.676170349121094,1,N,-74.025856018066406,40.621356964111328,1,17,0.5,0.5,3.66,0,0.3,21.96
1,2015-11-01 00:00:06,2015-11-01 00:03:32,1,.80,-73.959739685058594,40.779647827148437,1,N,-73.957717895507813,40.773712158203125,1,5,0.5,0.5,1,0,0.3,7.3
1,2015-11-01 00:00:06,2015-11-01 00:22:21,1,5.80,-73.957267761230469,40.776748657226563,1,N,-73.987823486328125,40.722820281982422,1,20,0.5,0.5,0.01,0,0.3,21.31
1,2015-11-01 00:00:06,2015-11-01 00:13:04,1,3.80,-73.989875793457031,40.746772766113281,1,N,-73.950019836425781,40.780010223388672,1,13,0.5,0.5,2.85,0,0.3,17.15
1,2015-11-01 00:00:06,2015-11-01 00:14:54,2,7.10,-73.985092163085938,40.713722229003906,1,N,-73.943817138671875,40.792812347412109,2,21.5,0.5,0.5,0,0,0.3,22.8
2,2015-11-01 00:00:06,2015-11-01 00:15:02,1,3.12,-73.983436584472656,40.730171203613281,1,N,-73.9788818359375,40.76531982421875,1,12.5,0.5,0.5,1.5,0,0.3,15.3
2,2015-11-01 00:00:06,2015-11-01 00:54:03,1,8.66,-73.99127197265625,40.739070892333984,1,N,-73.961219787597656,40.671768188476563,2,35,0.5,0.5,0,0,0.3,36.3
2,2015-11-01 00:00:06,2015-11-01 00:22:20,1,.83,-74.006515502929688,40.743953704833984,1,N,-73.998321533203125,40.738037109375,1,13.5,0.5,0.5,0,0,0.3,14.8
2,2015-11-01 00:00:06,2015-11-01 00:15:04,1,2.07,-73.988639831542969,40.731170654296875,1,N,-73.983726501464844,40.753040313720703,1,11.5,0.5,0.5,2,0,0.3,14.8
1,2015-11-01 00:00:07,2015-11-01 00:07:02,1,.30,-73.982139587402344,40.762245178222656,1,N,-73.984657287597656,40.758995056152344,2,6,0.5,0.5,0,0,0.3,7.3
1,2015-11-01 00:00:07,2015-11-01 00:08:31,1,2.60,-73.970069885253906,40.756736755371094,1,N,-73.944671630859375,40.788272857666016,1,10,0.5,0.5,2.26,0,0.3,13.56
2,2015-11-01 00:00:07,2015-11-01 23:36:50,3,1.45,-73.995819091796875,40.76446533203125,1,N,-73.994560241699219,40.750431060791016,1,8,0.5,0.5,0,0,0.3,9.3
2,2015-11-01 00:00:07,2015-11-01 00:02:05,3,.40,-73.989593505859375,40.772678375244141,1,N,-73.994132995605469,40.769798278808594,2,3.5,0.5,0.5,0,0,0.3,4.8
1,2015-11-01 00:00:08,2015-11-01 00:16:05,1,1.20,-73.998390197753906,40.750862121582031,1,N,-74.001045227050781,40.736526489257813,1,10.5,0.5,0.5,2.35,0,0.3,14.15
2,2015-11-01 00:00:08,2015-11-01 00:40:01,2,4.51,-73.951988220214844,40.710895538330078,1,N,-73.977897644042969,40.741603851318359,1,26.5,0.5,0.5,5.56,0,0.3,33.36
2,2015-11-01 00:00:08,2015-11-01 00:06:48,2,.83,-74.0045166015625,40.742160797119141,1,N,-74.003181457519531,40.750541687011719,1,6,0.5,0.5,1.46,0,0.3,8.76
2,2015-11-01 00:00:08,2015-11-01 00:07:53,5,1.65,-73.990776062011719,40.761035919189453,1,N,-73.997100830078125,40.741935729980469,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2015-11-01 00:00:08,2015-11-01 00:37:22,1,3.70,-73.998435974121094,40.717144012451172,1,N,-73.967544555664063,40.760383605957031,1,24,0.5,0.5,2,0,0.3,27.3
1,2015-11-01 00:00:09,2015-11-01 00:44:16,2,23.40,-74.013374328613281,40.705116271972656,5,N,-73.844741821289062,40.581378936767578,2,100,0,0,0,4,0.3,104.3
1,2015-11-01 00:00:09,2015-11-01 00:02:54,1,.60,-73.943519592285156,40.799526214599609,1,N,-73.953720092773438,40.803848266601563,1,4,0.5,0.5,1,0,0.3,6.3
2,2015-11-01 00:00:09,2015-11-01 00:10:12,1,1.29,-74.008575439453125,40.7196044921875,1,N,-74.006484985351563,40.737014770507812,1,8,0.5,0.5,1.86,0,0.3,11.16
2,2015-11-01 00:00:09,2015-11-01 00:03:48,1,.61,-73.964492797851563,40.755573272705078,1,N,-73.959579467773438,40.762832641601563,2,4.5,0.5,0.5,0,0,0.3,5.8
2,2015-11-01 00:00:09,2015-11-01 00:21:14,5,1.38,-73.999420166015625,40.738773345947266,1,N,-73.998428344726563,40.738193511962891,1,13,0.5,0.5,2.86,0,0.3,17.16
1,2015-11-01 00:00:10,2015-11-01 00:12:57,3,1.30,-73.998435974121094,40.750373840332031,1,N,-73.98016357421875,40.74676513671875,1,9.5,0.5,0.5,2,0,0.3,12.8
1,2015-11-01 00:00:10,2015-11-01 00:21:45,2,3.00,-73.97467041015625,40.751609802246094,1,N,-73.978134155273438,40.713497161865234,1,15.5,0.5,0.5,3.35,0,0.3,20.15
2,2015-11-01 00:00:10,2015-11-01 00:20:11,1,1.31,-73.991401672363281,40.727165222167969,1,N,-73.984405517578125,40.743186950683594,1,13,0.5,0.5,0,0,0.3,14.3
1,2015-11-01 00:00:11,2015-11-01 00:05:02,1,1.00,-73.958847045898438,40.768009185791016,1,N,-73.968795776367187,40.754291534423828,1,5.5,0.5,0.5,1.35,0,0.3,8.15
1,2015-11-01 00:00:11,2015-11-01 00:19:25,2,3.80,-73.948410034179687,40.774139404296875,1,N,-73.990188598632812,40.751392364501953,2,16.5,0.5,0.5,0,0,0.3,17.8
2,2015-11-01 00:00:11,2015-11-01 00:16:32,1,4.98,-73.989448547363281,40.719066619873047,1,N,-73.967414855957031,40.757598876953125,2,17,0.5,0.5,0,0,0.3,18.3
2,2015-11-01 00:00:11,2015-11-01 00:23:45,1,3.87,-73.993278503417969,40.741569519042969,1,N,-73.98223876953125,40.777046203613281,1,17,0.5,0.5,3.66,0,0.3,21.96
2,2015-11-01 00:00:11,2015-11-01 00:11:43,1,.61,-73.984901428222656,40.732521057128906,1,N,-73.990592956542969,40.724651336669922,1,8,0.5,0.5,1.86,0,0.3,11.16
2,2015-11-01 00:00:11,2015-11-01 00:11:28,1,5.36,-73.997833251953125,40.683731079101563,1,N,-74.02984619140625,40.637966156005859,1,16.5,0.5,0.5,3.56,0,0.3,21.36
1,2015-11-01 00:00:12,2015-11-01 00:20:56,1,5.80,-73.965919494628906,40.764720916748047,1,N,-73.883682250976563,40.733718872070313,1,20.5,0.5,0.5,5.45,0,0.3,27.25
2,2015-11-01 00:00:12,2015-11-01 00:10:01,6,.69,-73.987533569335938,40.747280120849609,1,N,-73.991622924804687,40.738338470458984,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2015-11-01 00:00:12,2015-11-01 00:20:11,6,6.15,-73.952400207519531,40.77691650390625,1,N,-73.886619567871094,40.736591339111328,2,20,0.5,0.5,0,0,0.3,21.3
2,2015-11-01 00:00:12,2015-11-01 00:06:10,2,.77,-73.981590270996094,40.765239715576172,1,N,-73.98248291015625,40.771518707275391,1,5.5,0.5,0.5,1.36,0,0.3,8.16
1,2015-11-01 00:00:13,2015-11-01 00:12:48,1,1.40,-73.988288879394531,40.718643188476563,1,N,-74.007156372070312,40.726444244384766,1,9.5,0.5,0.5,1,0,0.3,11.8
1,2015-11-01 00:00:13,2015-11-01 00:10:21,1,1.00,-73.990936279296875,40.745220184326172,1,N,-74.0032958984375,40.744102478027344,2,8,0.5,0.5,0,0,0.3,9.3
2,2015-11-01 00:00:13,2015-11-01 00:16:30,3,1.92,-73.989768981933594,40.730480194091797,1,N,-73.975318908691406,40.751873016357422,1,12,0.5,0.5,2.66,0,0.3,15.96
2,2015-11-01 00:00:13,2015-11-01 00:03:52,6,1.74,-73.953407287597656,40.7913818359375,1,N,-73.969459533691406,40.769180297851563,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,2015-11-01 00:00:13,2015-11-01 00:13:09,3,2.57,-73.977455139160156,40.784481048583984,1,N,-73.96661376953125,40.760730743408203,1,11.5,0.5,0.5,2,0,0.3,14.8
2,2015-11-01 00:00:13,2015-11-01 00:10:38,2,3.47,-73.939582824707031,40.750690460205078,1,N,-73.975372314453125,40.745609283447266,1,12,0.5,0.5,1,0,0.3,14.3
2,2015-11-01 00:00:13,2015-11-01 00:17:01,2,3.42,-73.980239868164062,40.742923736572266,1,N,-73.979896545410156,40.778881072998047,1,14,0.5,0.5,3.06,0,0.3,18.36
2,2015-11-01 00:00:13,2015-11-01 00:13:01,6,1.66,-73.988128662109375,40.712909698486328,1,N,-73.982330322265625,40.731777191162109,1,9.5,0.5,0.5,3.24,0,0.3,14.04
2,2015-11-01 00:00:13,2015-11-01 00:12:17,1,1.47,-73.984519958496094,40.760040283203125,1,N,-73.9786376953125,40.745792388916016,1,9.5,0.5,0.5,1.5,0,0.3,12.3
1,2015-11-01 00:00:14,2015-11-01 00:07:51,1,1.60,-74.003532409667969,40.726814270019531,1,N,-74.010047912597656,40.708843231201172,1,7.5,0.5,0.5,1.75,0,0.3,10.55
1,2015-11-01 00:00:14,2015-11-01 00:06:37,4,.80,-73.993629455566406,40.746395111083984,1,N,-73.987342834472656,40.751655578613281,1,6,0.5,0.5,1.45,0,0.3,8.75
2,2015-11-01 00:00:14,2015-11-01 00:20:50,1,5.40,-73.978202819824219,40.762519836425781,1,N,-73.97357177734375,40.7476806640625,1,19,0.5,0.5,4.7,0,0.3,25
2,2015-11-01 00:00:14,2015-11-01 00:18:03,2,6.94,-73.895347595214844,40.748386383056641,1,N,-73.982551574707031,40.76324462890625,2,21.5,0.5,0.5,0,5.54,0.3,28.34
2,2015-11-01 00:00:14,2015-11-01 00:28:28,2,2.27,-73.981292724609375,40.742961883544922,1,N,-74.004463195800781,40.721359252929688,1,17.5,0.5,0.5,5.64,0,0.3,24.44
2,2015-11-01 00:00:14,2015-11-01 00:22:21,1,5.58,-73.957489013671875,40.776641845703125,1,N,-73.987983703613281,40.72283935546875,2,19.5,0.5,0.5,0,0,0.3,20.8
1,2015-11-01 00:00:15,2015-11-01 00:10:31,1,.60,-73.989303588867187,40.725482940673828,1,N,-73.988746643066406,40.719215393066406,1,7.5,0.5,0.5,1.75,0,0.3,10.55
1,2015-11-01 00:00:15,2015-11-01 00:02:05,1,.10,-73.995513916015625,40.753250122070313,1,N,-73.998924255371094,40.754611968994141,2,3.5,0.5,0.5,0,0,0.3,4.8
1,2015-11-01 00:00:15,2015-11-01 00:08:43,1,1.10,-74.0042724609375,40.751953125,1,N,-73.991172790527344,40.761207580566406,1,7.5,0.5,0.5,1.32,0,0.3,10.12
1,2015-11-01 00:00:15,2015-11-01 00:07:08,1,1.20,-73.9644775390625,40.773265838623047,1,N,-73.977577209472656,40.7645263671875,2,7,0.5,0.5,0,0,0.3,8.3
2,2015-11-01 00:00:15,2015-11-01 00:08:32,5,.81,-73.986686706542969,40.729839324951172,1,N,-73.993988037109375,40.720809936523438,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2015-11-01 00:00:15,2015-11-01 00:27:15,1,2.41,-74.001762390136719,40.741092681884766,1,N,-73.994384765625,40.769668579101563,1,17,0.5,0.5,1,0,0.3,19.3
1,2015-11-01 00:00:16,2015-11-01 00:32:06,1,6.10,-73.988441467285156,40.756580352783203,1,N,-74.007003784179688,40.707527160644531,1,24,0.5,0.5,5.05,0,0.3,30.35
1,2015-11-01 00:00:16,2015-11-01 00:03:40,1,.60,-73.963478088378906,40.76568603515625,1,N,-73.954551696777344,40.765689849853516,1,4.5,0.5,0.5,1.15,0,0.3,6.95
1,2015-11-01 00:00:16,2015-11-01 00:11:53,1,1.50,-73.968879699707031,40.754161834716797,1,Y,-73.987144470214844,40.744113922119141,1,9,0.5,0.5,2.06,0,0.3,12.36
2,2015-11-01 00:00:16,2015-11-01 00:13:40,6,1.84,-73.9852294921875,40.739910125732422,1,N,-73.988815307617188,40.758872985839844,2,10.5,0.5,0.5,0,0,0.3,11.8
1,2015-11-01 00:00:17,2015-11-01 00:37:09,2,2.40,-73.992607116699219,40.718723297119141,1,N,-73.98883056640625,40.745975494384766,2,21.5,0.5,0.5,0,0,0.3,22.8
1,2015-11-01 00:00:17,2015-11-01 00:10:46,2,1.90,-73.978103637695313,40.786579132080078,1,N,-73.953315734863281,40.772739410400391,1,9.5,0.5,0.5,2.15,0,0.3,12.95
1,2015-11-01 00:00:17,2015-11-01 00:20:04,2,3.50,-73.985496520996094,40.735107421875,1,N,-73.960166931152344,40.777267456054687,1,15.5,0.5,0.5,1.8,0,0.3,18.6
2,2015-11-01 00:00:17,2015-11-01 00:25:49,6,6.60,-73.973808288574219,40.672306060791016,1,N,-73.986000061035156,40.722198486328125,1,24,0.5,0.5,5.06,0,0.3,30.36
2,2015-11-01 00:00:17,2015-11-01 00:14:03,3,1.75,-73.984077453613281,40.758953094482422,1,N,-74.003837585449219,40.743095397949219,2,10.5,0.5,0.5,0,0,0.3,11.8
2,2015-11-01 00:00:17,2015-11-01 00:07:31,1,1.10,-73.958847045898438,40.768028259277344,1,N,-73.964981079101562,40.755615234375,1,6.5,0.5,0.5,1,0,0.3,8.8
2,2015-11-01 00:00:17,2015-11-01 00:10:20,1,.55,-73.996002197265625,40.72509765625,1,N,-73.999382019042969,40.730175018310547,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2015-11-01 00:00:17,2015-11-01 00:06:30,1,1.20,-73.952125549316406,40.773143768310547,1,N,-73.9501953125,40.786468505859375,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,2015-11-01 00:00:17,2015-11-01 00:12:32,3,1.90,-74.001266479492188,40.741600036621094,1,N,-73.979232788085938,40.752544403076172,2,10,0.5,0.5,0,0,0.3,11.3
1,2015-11-01 00:00:18,2015-11-01 00:16:51,2,4.50,-73.954864501953125,40.72064208984375,1,N,-73.987907409667969,40.702789306640625,1,16,0.5,0.5,1,0,0.3,18.3
1,2015-11-01 00:00:18,2015-11-01 00:29:53,1,1.90,-73.977523803710938,40.742774963378906,1,N,-73.998794555664063,40.728347778320312,1,17.5,0.5,0.5,3.75,0,0.3,22.55
1,2015-11-01 00:00:18,2015-11-01 00:18:17,1,1.40,-74.004592895507813,40.734016418457031,1,N,-73.994804382324219,40.750156402587891,1,12,0.5,0.5,0,0,0.3,13.3
2,2015-11-01 00:00:18,2015-11-01 00:18:29,1,.88,-73.990974426269531,40.738185882568359,1,N,-73.995010375976563,40.727870941162109,1,11.5,0.5,0.5,2.56,0,0.3,15.36
2,2015-11-01 00:00:18,2015-11-01 00:20:33,5,1.69,-73.992057800292969,40.749279022216797,1,N,-74.001243591308594,40.736278533935547,1,13.5,0.5,0.5,2.96,0,0.3,17.76
1,2015-11-01 00:00:19,2015-11-01 00:06:37,2,.40,-74.004768371582031,40.728542327880859,1,N,-74.006362915039063,40.733619689941406,2,5.5,0.5,0.5,0,0,0.3,6.8
1,2015-11-01 00:00:19,2015-11-01 00:26:32,2,5.40,-74.000259399414063,40.720714569091797,1,N,-73.980720520019531,40.675876617431641,2,21,0.5,0.5,0,0,0.3,22.3
1,2015-11-01 00:00:19,2015-11-01 00:29:55,1,1.60,-73.998908996582031,40.726581573486328,1,N,-74.005172729492188,40.743045806884766,1,17.5,0.5,0.5,5,0,0.3,23.8
1,2015-11-01 00:00:19,2015-11-01 00:28:08,1,5.60,-73.972267150878906,40.762062072753906,1,N,-74.003929138183594,40.705848693847656,1,21.5,0.5,0.5,1,0,0.3,23.8
2,2015-11-01 00:00:19,2015-11-01 00:26:48,1,8.81,-73.983383178710938,40.726280212402344,1,N,-73.94818115234375,40.824531555175781,2,29,0.5,0.5,0,0,0.3,30.3
1,2015-11-01 00:00:20,2015-11-01 00:08:35,1,1.40,-73.920982360839844,40.756610870361328,1,Y,-73.924156188964844,40.737949371337891,2,8,0.5,0.5,0,0,0.3,9.3
1,2015-11-01 00:00:20,2015-11-01 00:06:23,1,.90,-73.985847473144531,40.726837158203125,1,N,-73.983299255371094,40.737274169921875,1,6,0.5,0.5,1.45,0,0.3,8.75
1,2015-11-01 00:00:20,2015-11-01 00:05:46,1,1.10,-74.003288269042969,40.751434326171875,1,N,-73.99267578125,40.763317108154297,1,6,0.5,0.5,2.7,0,0.3,10
1,2015-11-01 00:00:20,2015-11-01 00:34:11,2,3.70,-73.975418090820313,40.763629913330078,1,N,-74.005416870117187,40.740036010742188,2,21.5,0.5,0.5,0,0,0.3,22.8
1,2015-11-01 00:00:20,2015-11-01 00:30:34,1,3.50,-73.955551147460937,40.768352508544922,1,N,-73.989479064941406,40.725849151611328,1,19.5,0.5,0.5,4.15,0,0.3,24.95
2,2015-11-01 00:00:20,2015-11-01 00:24:24,1,.56,-73.989830017089844,40.729637145996094,1,N,-73.994194030761719,40.735389709472656,1,14.5,0.5,0.5,3.16,0,0.3,18.96
2,2015-11-01 00:00:20,2015-11-01 01:01:57,1,4.75,-73.992050170898438,40.730571746826172,1,N,-73.991729736328125,40.751338958740234,1,35.5,0.5,0.5,7.36,0,0.3,44.16
